"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"108509","isoComp_00058475","geneComp_00011979","ENST00000667600.1","MAP4K3-DT","d","f","MAP4K3-DT","lncRNA","lncRNA",12.172700223509,11.5207142958586,12.8246861511594,0.967014272035439,0.564766107681573,0.154566131143305,NA,0.76439196383278,1.12778577302344,0.400998154642125,0.431133439351393,0.0932777797160444,-1.46902512525129,NA,0.06215,0.0935,0.0308,-0.0627,0.816078750745326,0.0377063127619811,NA
"108510","isoComp_00058476","geneComp_00011979","ENST00000668952.1","MAP4K3-DT","d","f","MAP4K3-DT","lncRNA","lncRNA",12.172700223509,11.5207142958586,12.8246861511594,0.967014272035439,0.564766107681573,0.154566131143305,NA,0.419732111234421,0.839464222468842,0,0.825723173696571,0,-6.4084812804914,NA,0.0421333333333333,0.0842666666666667,0,-0.0842666666666667,0.852676737734389,0.0377063127619811,NA
"108511","isoComp_00058477","geneComp_00011979","ENST00000671403.1","MAP4K3-DT","d","f","MAP4K3-DT","lncRNA","lncRNA",12.172700223509,11.5207142958586,12.8246861511594,0.967014272035439,0.564766107681573,0.154566131143305,NA,0.810430043492857,0,1.62086008698571,0,0.107483494824747,7.34948920697465,NA,0.0637833333333333,0,0.127566666666667,0.127566666666667,0.0377063127619811,0.0377063127619811,NA
"81423","isoComp_00059360","geneComp_00012101","ENST00000302475.8","MCC","d","f","MCC","protein_coding","protein_coding",52.4459053713182,26.473224627658,78.4185861149784,3.31734965005259,2.34819443953816,1.56630079518157,NA,29.5394383705249,20.2303679933741,38.8485087476758,1.67271268674922,0.785522205109939,0.940995016304868,NA,0.64145,0.7871,0.4958,-0.2913,0.788396887353155,0.00515976637609243,FALSE
"81424","isoComp_00059361","geneComp_00012101","ENST00000408903.7","MCC","d","f","MCC","protein_coding","protein_coding",52.4459053713182,26.473224627658,78.4185861149784,3.31734965005259,2.34819443953816,1.56630079518157,NA,3.38555095251247,2.02008005837331,4.75102184665162,1.03563774294082,1.04040172557584,1.22973462617793,NA,0.06465,0.0678666666666667,0.0614333333333333,-0.00643333333333335,0.976962214849263,0.00515976637609243,FALSE
"81427","isoComp_00059364","geneComp_00012101","ENST00000506605.6","MCC","d","f","MCC","protein_coding","processed_transcript",52.4459053713182,26.473224627658,78.4185861149784,3.31734965005259,2.34819443953816,1.56630079518157,NA,4.49465422695683,1.43506809567074,7.55424035824292,0.77590928584852,0.032516323338858,2.38805772833674,NA,0.0722,0.0479,0.0965,0.0486,0.850154143977439,0.00515976637609243,NA
"81429","isoComp_00059366","geneComp_00012101","ENST00000511847.2","MCC","d","f","MCC","protein_coding","processed_transcript",52.4459053713182,26.473224627658,78.4185861149784,3.31734965005259,2.34819443953816,1.56630079518157,NA,5.55873926378185,2.52564189268093,8.59183663488278,1.59079341657026,1.00694114022944,1.76229372320881,NA,0.0983833333333333,0.0877,0.109066666666667,0.0213666666666667,0.896868043595238,0.00515976637609243,NA
"81431","isoComp_00059368","geneComp_00012101","ENST00000515367.6","MCC","d","f","MCC","protein_coding","protein_coding",52.4459053713182,26.473224627658,78.4185861149784,3.31734965005259,2.34819443953816,1.56630079518157,NA,7.94915330740073,0,15.8983066148015,0,1.6221575162111,10.6355645585177,NA,0.100933333333333,0,0.201866666666667,0.201866666666667,0.00515976637609243,0.00515976637609243,FALSE
"56586","isoComp_00059481","geneComp_00012115","ENST00000369026.3","MCL1","d","f","MCL1","protein_coding","protein_coding",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,128.828887723218,13.0646606652498,244.593114781186,10.2009957556754,1.74435454298052,4.22559736637658,NA,0.557933333333333,0.318866666666667,0.797,0.478133333333333,0.614100776577556,0.00985990399109933,FALSE
"56587","isoComp_00059482","geneComp_00012115","ENST00000464132.2","MCL1","d","f","MCL1","protein_coding","retained_intron",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,6.4759457716417,1.11775973271223,11.8341318105712,0.696962472005453,0.837752820294968,3.39264080926467,NA,0.0325333333333333,0.0266333333333333,0.0384333333333333,0.0118,0.904241986378411,0.00985990399109933,NA
"56589","isoComp_00059484","geneComp_00012115","ENST00000620947.4","MCL1","d","f","MCL1","protein_coding","protein_coding",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,1.29143711486096,2.4560578788942,0.126816350827721,2.4560578788942,0.0635485032833719,-4.17189409936331,NA,0.106483333333333,0.212566666666667,4e-04,-0.212166666666667,0.990379676808339,0.00985990399109933,FALSE
"56590","isoComp_00059485","geneComp_00012115","ENST00000676522.1","MCL1","d","f","MCL1","protein_coding","retained_intron",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,2.91329084506423,0.681571969963696,5.14500972016477,0.367049476436023,0.464724984173766,2.89802384636239,NA,0.0159833333333333,0.0152666666666667,0.0167,0.00143333333333333,0.987274935624159,0.00985990399109933,NA
"56591","isoComp_00059486","geneComp_00012115","ENST00000678610.1","MCL1","d","f","MCL1","protein_coding","protein_coding",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,12.416135806782,15.4731664722001,9.3591051413639,12.1618959916371,1.06400410499288,-0.724717382732969,NA,0.223516666666667,0.416466666666667,0.0305666666666667,-0.3859,0.516488400311378,0.00985990399109933,FALSE
"56592","isoComp_00059487","geneComp_00012115","ENST00000678770.1","MCL1","d","f","MCL1","protein_coding","protein_coding",170.173765639201,33.2086757724119,307.13885550599,11.0886173066676,6.13475527850353,3.20887153952258,NA,17.7092517490423,0,35.4185034980846,0,5.69140733768906,11.7906948118883,NA,0.0573333333333333,0,0.114666666666667,0.114666666666667,0.00985990399109933,0.00985990399109933,FALSE
"91927","isoComp_00059929","geneComp_00012172","ENST00000333646.10","MED12","d","f","MED12","protein_coding","protein_coding",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,5.98827793191922,3.3792671386478,8.59728872519065,1.97493946373836,0.76973967233948,1.34458551070259,NA,0.260333333333333,0.185,0.335666666666667,0.150666666666667,0.888000109880001,0.0299792542912007,FALSE
"91928","isoComp_00059930","geneComp_00012172","ENST00000374080.8","MED12","d","f","MED12","protein_coding","protein_coding",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,4.24122057606772,2.2701518147287,6.21228933740674,2.2701518147287,0.738198032414384,1.44831559834342,NA,0.187083333333333,0.124533333333333,0.249633333333333,0.1251,0.749415696943774,0.0299792542912007,FALSE
"91929","isoComp_00059931","geneComp_00012172","ENST00000374102.5","MED12","d","f","MED12","protein_coding","protein_coding",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,2.14425466106235,3.21385946211246,1.07464986001223,2.51776009142255,0.689738552467098,-1.57155945785393,NA,0.269316666666667,0.496533333333333,0.0421,-0.454433333333333,0.623010054477747,0.0299792542912007,FALSE
"91931","isoComp_00059933","geneComp_00012172","ENST00000444034.1","MED12","d","f","MED12","protein_coding","protein_coding",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,2.94509293407386,0,5.89018586814772,0,0.555360137950048,9.20461659286467,NA,0.115683333333333,0,0.231366666666667,0.231366666666667,0.0299792542912007,0.0299792542912007,NA
"91932","isoComp_00059934","geneComp_00012172","ENST00000462984.1","MED12","d","f","MED12","protein_coding","processed_transcript",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,0.244753167986572,0.206377437702609,0.283128898270535,0.206377437702609,0.163968477122344,0.437985130859057,NA,0.0112333333333333,0.0113333333333333,0.0111333333333333,-0.000200000000000001,1,0.0299792542912007,NA
"91933","isoComp_00059935","geneComp_00012172","ENST00000471663.5","MED12","d","f","MED12","protein_coding","processed_transcript",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,0.261719842243693,0.192911234244555,0.330528450242831,0.192911234244555,0.330528450242831,0.74692659401922,NA,0.0112666666666667,0.0105,0.0120333333333333,0.00153333333333333,0.923966991948504,0.0299792542912007,NA
"91934","isoComp_00059936","geneComp_00012172","ENST00000489199.1","MED12","d","f","MED12","protein_coding","processed_transcript",18.9715237051039,12.4133461761301,25.5297012340777,5.874220896108,1.73336112945795,1.03968783860043,NA,2.98732672304294,2.83302335127888,3.141630094807,1.81646779004132,1.17015361157109,0.148672267666359,NA,0.13635,0.1547,0.118,-0.0367,0.96230142091797,0.0299792542912007,NA
"63460","isoComp_00060051","geneComp_00012185","ENST00000282892.4","MED21","d","f","MED21","protein_coding","protein_coding",37.287604310473,39.6695396379588,34.9056689829872,8.01663741651249,2.15257445729373,-0.184520672700105,NA,8.1765637633851,6.47106080279544,9.88206672397476,2.2549405818537,1.19035540336004,0.610042002103712,NA,0.23385,0.179033333333333,0.288666666666667,0.109633333333333,0.875825086391908,0.0322512125436017,FALSE
"63461","isoComp_00060052","geneComp_00012185","ENST00000536503.5","MED21","d","f","MED21","protein_coding","processed_transcript",37.287604310473,39.6695396379588,34.9056689829872,8.01663741651249,2.15257445729373,-0.184520672700105,NA,9.88772752462747,12.7011129790634,7.07434207019153,9.11583694822889,1.03640361251612,-0.843384577600283,NA,0.2326,0.264766666666667,0.200433333333333,-0.0643333333333333,0.990681042427439,0.0322512125436017,NA
"63463","isoComp_00060054","geneComp_00012185","ENST00000538186.5","MED21","d","f","MED21","protein_coding","processed_transcript",37.287604310473,39.6695396379588,34.9056689829872,8.01663741651249,2.15257445729373,-0.184520672700105,NA,1.47773647769334,2.52585921678753,0.42961373859916,2.44766016171153,0.239513442491755,-2.52816627512501,NA,0.0453,0.0783333333333333,0.0122666666666667,-0.0660666666666667,0.989151802424054,0.0322512125436017,NA
"63465","isoComp_00060056","geneComp_00012185","ENST00000546323.5","MED21","d","f","MED21","protein_coding","protein_coding",37.287604310473,39.6695396379588,34.9056689829872,8.01663741651249,2.15257445729373,-0.184520672700105,NA,12.6552094707745,8.34237409076279,16.9680448507863,3.64496124713486,1.86500081548895,1.02341209660776,NA,0.345,0.206433333333333,0.483566666666667,0.277133333333333,0.698883271127035,0.0322512125436017,FALSE
"63466","isoComp_00060057","geneComp_00012185","ENST00000621885.1","MED21","d","f","MED21","protein_coding","retained_intron",37.287604310473,39.6695396379588,34.9056689829872,8.01663741651249,2.15257445729373,-0.184520672700105,NA,4.76710398648449,9.53420797296899,0,5.79126858431898,0,-9.89848167018234,NA,0.1349,0.2698,0,-0.2698,0.0322512125436017,0.0322512125436017,NA
"6450","isoComp_00060118","geneComp_00012194","ENST00000315588.11","MED29","d","f","MED29","protein_coding","protein_coding",13.9822377707842,12.5958610101,15.3686145314685,1.44969356244759,0.249453752395822,0.286830874856776,NA,11.740576153154,11.6174228122776,11.8637294940304,0.970709280209194,0.849128770758636,0.0302417885995463,NA,0.851633333333333,0.930733333333333,0.772533333333333,-0.1582,0.747577283705678,0.0203837704982879,FALSE
"6452","isoComp_00060120","geneComp_00012194","ENST00000596297.1","MED29","d","f","MED29","protein_coding","protein_coding",13.9822377707842,12.5958610101,15.3686145314685,1.44969356244759,0.249453752395822,0.286830874856776,NA,0.535482530013725,0.952231539066433,0.118733520961017,0.586435449744802,0.118733520961017,-2.90199632113438,NA,0.0376666666666667,0.0673666666666667,0.00796666666666667,-0.0594,0.780978799371763,0.0203837704982879,FALSE
"6455","isoComp_00060123","geneComp_00012194","ENST00000615911.4","MED29","d","f","MED29","protein_coding","protein_coding",13.9822377707842,12.5958610101,15.3686145314685,1.44969356244759,0.249453752395822,0.286830874856776,NA,1.48804489063199,0,2.97608978126397,0,0.812723711053775,8.22211373268759,NA,0.0966166666666667,0,0.193233333333333,0.193233333333333,0.0203837704982879,0.0203837704982879,FALSE
"11649","isoComp_00062378","geneComp_00012564","ENST00000517966.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,3.7799066511996,7.55981330239921,0,4.53026408752009,0,-9.56411390860868,NA,0.115183333333333,0.230366666666667,0,-0.230366666666667,0.0109039772377658,0.0109039772377658,FALSE
"11651","isoComp_00062380","geneComp_00012564","ENST00000518686.5","MOK","d","f","MOK","protein_coding","retained_intron",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.29013315037649,0.658442301241658,1.92182399951132,0.658442301241658,0.264581047894137,1.53108872226808,NA,0.0250833333333333,0.0181666666666667,0.032,0.0138333333333333,0.643883499968046,0.0109039772377658,NA
"11652","isoComp_00062381","geneComp_00012564","ENST00000519058.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.40798733967677,1.3187984078674,1.49717627148613,0.963058160575022,0.763181647586162,0.181725907087378,NA,0.0328833333333333,0.0398,0.0259666666666667,-0.0138333333333333,0.989151802424054,0.0109039772377658,FALSE
"11653","isoComp_00062382","geneComp_00012564","ENST00000519477.5","MOK","d","f","MOK","protein_coding","processed_transcript",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.2018984423211,0,2.4037968846422,0,0.641815150332887,7.91516047156438,NA,0.02015,0,0.0403,0.0403,0.0645003053183296,0.0109039772377658,NA
"11656","isoComp_00062385","geneComp_00012564","ENST00000520252.5","MOK","d","f","MOK","protein_coding","retained_intron",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.76822323692617,1.02352612240706,2.51292035144528,0.74418817922767,0.213626135534304,1.28751980778477,NA,0.0403333333333333,0.0392333333333333,0.0414333333333333,0.0022,0.889767193910495,0.0109039772377658,NA
"11657","isoComp_00062386","geneComp_00012564","ENST00000520266.5","MOK","d","f","MOK","protein_coding","processed_transcript",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,2.37944107224046,0.488099019328393,4.27078312515253,0.488099019328393,0.312108006171235,3.1033702712525,NA,0.0419833333333333,0.0134666666666667,0.0705,0.0570333333333333,0.507997301044336,0.0109039772377658,NA
"11658","isoComp_00062387","geneComp_00012564","ENST00000521249.1","MOK","d","f","MOK","protein_coding","retained_intron",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.17217068403602,0.551045706099709,1.79329566197233,0.323541368160211,0.0257555743396219,1.68444574413409,NA,0.0236833333333333,0.0175666666666667,0.0298,0.0122333333333333,0.887644975580386,0.0109039772377658,NA
"11660","isoComp_00062389","geneComp_00012564","ENST00000521766.5","MOK","d","f","MOK","protein_coding","nonsense_mediated_decay",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.08285337262179,0.479129536316443,1.68657720892715,0.282520072668004,0.476806530575841,1.79433859640156,NA,0.02165,0.0153,0.028,0.0127,0.879910832980457,0.0109039772377658,TRUE
"11661","isoComp_00062390","geneComp_00012564","ENST00000521937.1","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,12.1568885822874,7.5246376058941,16.7891395586807,1.34949222113663,1.80523870086204,1.15677731178917,NA,0.253333333333333,0.2301,0.276566666666667,0.0464666666666667,0.967974258985515,0.0109039772377658,NA
"11663","isoComp_00062392","geneComp_00012564","ENST00000522534.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,0.385822468489111,0.771644936978221,0,0.771644936978221,0,-6.28844150550487,NA,0.0158,0.0316,0,-0.0316,0.864723518387239,0.0109039772377658,FALSE
"11664","isoComp_00062393","geneComp_00012564","ENST00000522537.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.12701598797735,0.0884474733011183,2.16558450265357,0.0884474733011183,0.211765487142844,4.46590506479213,NA,0.0190666666666667,0.00243333333333333,0.0357,0.0332666666666667,0.443068605916474,0.0109039772377658,FALSE
"11665","isoComp_00062394","geneComp_00012564","ENST00000522867.1","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.03569600132846,1.09524646685624,0.976145535800686,0.553494265015751,0.334546142951881,-0.164495641423178,NA,0.0269833333333333,0.0381666666666667,0.0158,-0.0223666666666667,0.966234527909755,0.0109039772377658,FALSE
"11666","isoComp_00062395","geneComp_00012564","ENST00000522874.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.6166431594335,0.694476457031003,2.538809861836,0.694476457031003,0.723427746310721,1.85520035516783,NA,0.0305666666666667,0.0191666666666667,0.0419666666666667,0.0228,0.614100776577556,0.0109039772377658,FALSE
"11668","isoComp_00062397","geneComp_00012564","ENST00000523231.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,6.22317157505417,5.75296346022873,6.69337968987961,2.89661836310671,3.66118693883381,0.218077780235615,NA,0.134616666666667,0.159033333333333,0.1102,-0.0488333333333333,0.983365994798278,0.0109039772377658,FALSE
"11672","isoComp_00062401","geneComp_00012564","ENST00000524370.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,3.25044079942841,0,6.50088159885682,0,4.03845707475601,9.34670909294847,NA,0.0546833333333333,0,0.109366666666667,0.109366666666667,0.21814999136988,0.0109039772377658,FALSE
"11674","isoComp_00062403","geneComp_00012564","ENST00000559138.5","MOK","d","f","MOK","protein_coding","nonsense_mediated_decay",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,2.3005993121232,1.31394679930127,3.28725182494513,0.703716529833061,0.299137349264546,1.31641892498301,NA,0.0488333333333333,0.0431,0.0545666666666667,0.0114666666666667,0.921150504165278,0.0109039772377658,TRUE
"11675","isoComp_00062404","geneComp_00012564","ENST00000559512.5","MOK","d","f","MOK","protein_coding","processed_transcript",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,1.13910047448241,0.504252591065004,1.77394835789982,0.504252591065004,0.817696179424953,1.79452478952355,NA,0.0211333333333333,0.0139666666666667,0.0283,0.0143333333333333,0.630707782641442,0.0109039772377658,NA
"11676","isoComp_00062405","geneComp_00012564","ENST00000559838.5","MOK","d","f","MOK","protein_coding","protein_coding",46.3564352765299,32.2580010543531,60.4548694987067,3.91598970841568,2.78582890283644,0.905992961961158,NA,0.941163934580203,1.19101610151478,0.691311767645627,0.865893312324735,0.240320249904326,-0.776127651778387,NA,0.0284,0.0456666666666667,0.0111333333333333,-0.0345333333333333,0.959319025699987,0.0109039772377658,NA
"85443","isoComp_00063178","geneComp_00012707","ENST00000310614.12","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,14.0577927387131,13.4320132276982,14.6835722497281,6.14646132212348,0.859211957530597,0.128435952892508,NA,0.399783333333333,0.400533333333333,0.399033333333333,-0.0015,0.993782981319295,0.00517431162293031,FALSE
"85445","isoComp_00063180","geneComp_00012707","ENST00000398483.7","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,1.0214918428867,0.0597868985845294,1.98319678718886,0.054946436704533,0.608306459465338,4.8359841253679,NA,0.0270166666666667,0.00106666666666667,0.0529666666666667,0.0519,0.117049000477676,0.00517431162293031,FALSE
"85446","isoComp_00063181","geneComp_00012707","ENST00000411840.6","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,4.31231660916721,8.62463321833441,0,8.22982835807666,0,-9.75399108607802,NA,0.0755,0.151,0,-0.151,0.564672070258246,0.00517431162293031,FALSE
"85447","isoComp_00063182","geneComp_00012707","ENST00000497094.6","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,2.92306805983009,0,5.84613611966017,0,0.861414385673335,9.19380527769934,NA,0.0808833333333333,0,0.161766666666667,0.161766666666667,0.00517431162293031,0.00517431162293031,FALSE
"85448","isoComp_00063183","geneComp_00012707","ENST00000508278.6","MRPL48","d","f","MRPL48","protein_coding","nonsense_mediated_decay",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,0.717546971093192,0.718600309649799,0.716493632536585,0.433295493658552,0.322566102807338,-0.00417745502120101,NA,0.0210666666666667,0.0222666666666667,0.0198666666666667,-0.0024,0.987274935624159,0.00517431162293031,TRUE
"85449","isoComp_00063184","geneComp_00012707","ENST00000535277.5","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,1.52616387459661,1.31891771878506,1.73341003040815,0.788895248401929,0.510705077389682,0.391660133466606,NA,0.0436833333333333,0.0408,0.0465666666666667,0.00576666666666667,0.925378348794853,0.00517431162293031,FALSE
"85451","isoComp_00063186","geneComp_00012707","ENST00000540162.5","MRPL48","d","f","MRPL48","protein_coding","nonsense_mediated_decay",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,2.65633482252813,1.78994164213201,3.52272800292426,1.18094578448903,0.749628996653496,0.972832543244815,NA,0.0734833333333333,0.0518,0.0951666666666667,0.0433666666666667,0.861600493941126,0.00517431162293031,TRUE
"85452","isoComp_00063187","geneComp_00012707","ENST00000542303.5","MRPL48","d","f","MRPL48","protein_coding","protein_coding",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,5.98172061996934,11.3143968473391,0.649044392599529,10.2334671805318,0.649044392599528,-4.10291475514376,NA,0.1099,0.2022,0.0176,-0.1846,0.746587527574663,0.00517431162293031,FALSE
"85453","isoComp_00063188","geneComp_00012707","ENST00000543058.1","MRPL48","d","f","MRPL48","protein_coding","nonsense_mediated_decay",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,1.22698212049427,0.566718995596054,1.88724524539249,0.566718995596054,0.669000172820742,1.71796573240303,NA,0.0328166666666667,0.0157333333333333,0.0499,0.0341666666666667,0.555978494386505,0.00517431162293031,TRUE
"85456","isoComp_00063191","geneComp_00012707","ENST00000544819.5","MRPL48","d","f","MRPL48","protein_coding","nonsense_mediated_decay",39.2313775547591,41.6945671951831,36.7681879143351,8.38376148180108,1.64797107475125,-0.181354987323414,NA,4.14800444044477,3.15123143213415,5.14477744875538,1.61822665283885,0.923085845561751,0.705423484260994,NA,0.11725,0.0938,0.1407,0.0469,0.902420212487767,0.00517431162293031,TRUE
"101066","isoComp_00063560","geneComp_00012787","ENST00000375703.7","MSH5","d","f","MSH5","protein_coding","protein_coding",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,1.53095186173428,0.587934858934009,2.47396886453456,0.368839070943219,0.110574363852566,2.0545868641481,NA,0.0441166666666667,0.0228666666666667,0.0653666666666667,0.0425,0.755966577446371,0.00515976637609243,FALSE
"101068","isoComp_00063562","geneComp_00012787","ENST00000375755.8","MSH5","d","f","MSH5","protein_coding","protein_coding",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,1.0680636073817,0.209653270047095,1.9264739447163,0.209653270047095,0.374469172778073,3.14013220745856,NA,0.0295333333333333,0.00823333333333333,0.0508333333333333,0.0426,0.53581555364364,0.00515976637609243,FALSE
"101069","isoComp_00063563","geneComp_00012787","ENST00000395853.5","MSH5","d","f","MSH5","protein_coding","processed_transcript",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,1.29520603220818,1.86271582593679,0.727696238479572,1.06958061760777,0.227670908995128,-1.34403321088435,NA,0.0456166666666667,0.0722333333333333,0.019,-0.0532333333333333,0.911426850572265,0.00515976637609243,NA
"101071","isoComp_00063565","geneComp_00012787","ENST00000425703.5","MSH5","d","f","MSH5","protein_coding","protein_coding",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,0.86566770494981,1.52185529237371,0.209480117525907,1.52185529237371,0.209480117525907,-2.80311786009076,NA,0.0314833333333333,0.0574,0.00556666666666667,-0.0518333333333333,0.977704724997901,0.00515976637609243,FALSE
"101072","isoComp_00063566","geneComp_00012787","ENST00000429846.1","MSH5","d","f","MSH5","protein_coding","protein_coding",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,9.01002942660631,12.6017307554365,5.41832809777612,5.76830341896103,0.446319494820258,-1.21618644818971,NA,0.323933333333333,0.5051,0.142766666666667,-0.362333333333333,0.749495992300522,0.00515976637609243,FALSE
"101074","isoComp_00063568","geneComp_00012787","ENST00000463094.5","MSH5","d","f","MSH5","protein_coding","retained_intron",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,0.772092373885793,0.957527290519562,0.586657457252024,0.520182244820341,0.164057289663096,-0.697399441337331,NA,0.0262333333333333,0.0371,0.0153666666666667,-0.0217333333333333,0.958842963044145,0.00515976637609243,NA
"101075","isoComp_00063569","geneComp_00012787","ENST00000463144.5","MSH5","d","f","MSH5","protein_coding","nonsense_mediated_decay",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,6.48760924445932,1.59459963462086,11.3806188542978,0.924875684239578,0.296448450691615,2.8275608520763,NA,0.181383333333333,0.0618666666666667,0.3009,0.239033333333333,0.571915567312009,0.00515976637609243,NA
"101076","isoComp_00063570","geneComp_00012787","ENST00000467319.1","MSH5","d","f","MSH5","protein_coding","retained_intron",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,1.32391592438268,1.96040423496294,0.687427613802413,1.00390673368417,0.171337954671561,-1.49837624159516,NA,0.0468,0.0753,0.0183,-0.057,0.897789227381263,0.00515976637609243,NA
"101077","isoComp_00063571","geneComp_00012787","ENST00000468136.5","MSH5","d","f","MSH5","protein_coding","retained_intron",31.6089007055507,25.3524245578911,37.8653768532103,0.69600443280409,0.792279135667105,0.578567574611835,NA,0.448119692203574,0,0.896239384407149,0,0.647578422215927,6.50182028542328,NA,0.0121666666666667,0,0.0243333333333333,0.0243333333333333,0.579231218746549,0.00515976637609243,NA
